Year,Table,Mother's Age Range,Mother's Race/Ethnicity,Month Prenatal Care Began,Count
2018,6b,25-29,Other Hispanic,1st - 3rd Month,"4,293"
2018,6b,30-34,Other Hispanic,1st - 3rd Month,"4,231"
2018,6b,35-39,Other Hispanic,1st - 3rd Month,"2,653"
2018,6b,40-44,Other Hispanic,1st - 3rd Month,783
2018,6b,45+,Other Hispanic,1st - 3rd Month,44
2018,6b,N.S.,Other Hispanic,1st - 3rd Month,0
2018,6b,Total,Other Hispanic,4th - 6th Month,"5,032"
2018,6b,<15,Other Hispanic,4th - 6th Month,7
2018,6b,15-17,Other Hispanic,4th - 6th Month,146
2018,6b,18-19,Other Hispanic,4th - 6th Month,304
2018,6b,20-24,Other Hispanic,4th - 6th Month,"1,186"
2018,6b,25-29,Other Hispanic,4th - 6th Month,"1,338"
2018,6b,30-34,Other Hispanic,4th - 6th Month,"1,127"
2018,6b,35-39,Other Hispanic,4th - 6th Month,713
2018,6b,40-44,Other Hispanic,4th - 6th Month,193
2018,6b,45+,Other Hispanic,4th - 6th Month,18
2018,6b,N.S.,Other Hispanic,4th - 6th Month,0
2018,6b,Total,Other Hispanic,7th - 9th Month,"1,372"
2018,6b,<15,Other Hispanic,7th - 9th Month,4
2018,6b,15-17,Other Hispanic,7th - 9th Month,43
2018,6b,18-19,Other Hispanic,7th - 9th Month,101
2018,6b,20-24,Other Hispanic,7th - 9th Month,365
2018,6b,25-29,Other Hispanic,7th - 9th Month,355
2018,6b,30-34,Other Hispanic,7th - 9th Month,277
2018,6b,35-39,Other Hispanic,7th - 9th Month,177
2018,6b,40-44,Other Hispanic,7th - 9th Month,44
2018,6b,45+,Other Hispanic,7th - 9th Month,6
2018,6b,N.S.,Other Hispanic,7th - 9th Month,0
2018,6b,Total,Other Hispanic,No PNC,127
2018,6b,<15,Other Hispanic,No PNC,0
2018,6b,15-17,Other Hispanic,No PNC,8
2018,6b,18-19,Other Hispanic,No PNC,12
2018,6b,20-24,Other Hispanic,No PNC,32
2018,6b,25-29,Other Hispanic,No PNC,35
2018,6b,30-34,Other Hispanic,No PNC,23
2018,6b,35-39,Other Hispanic,No PNC,9
2018,6b,40-44,Other Hispanic,No PNC,7
2018,6b,45+,Other Hispanic,No PNC,1
2018,6b,N.S.,Other Hispanic,No PNC,0
2018,6b,Total,Other Hispanic,PNC Start Unk,315
2018,6b,<15,Other Hispanic,PNC Start Unk,0
2018,6b,15-17,Other Hispanic,PNC Start Unk,13
2018,6b,18-19,Other Hispanic,PNC Start Unk,16
2018,6b,20-24,Other Hispanic,PNC Start Unk,77
2018,6b,25-29,Other Hispanic,PNC Start Unk,86
2018,6b,30-34,Other Hispanic,PNC Start Unk,80
2018,6b,35-39,Other Hispanic,PNC Start Unk,33
2018,6b,40-44,Other Hispanic,PNC Start Unk,10
2018,6b,45+,Other Hispanic,PNC Start Unk,0
2018,6b,N.S.,Other Hispanic,PNC Start Unk,0
2018,6b,Total,Other Hispanic,PNC Unk,175
2018,6b,<15,Other Hispanic,PNC Unk,0
2018,6b,15-17,Other Hispanic,PNC Unk,4
2018,6b,18-19,Other Hispanic,PNC Unk,12
2018,6b,20-24,Other Hispanic,PNC Unk,40
2018,6b,25-29,Other Hispanic,PNC Unk,62
2018,6b,30-34,Other Hispanic,PNC Unk,29
2018,6b,35-39,Other Hispanic,PNC Unk,23
2020,6b,15-17,Total Births,All,"1,339"
2018,6b,40-44,Other Hispanic,PNC Unk,4
2018,6b,45+,Other Hispanic,PNC Unk,1
2018,6b,N.S.,Other Hispanic,PNC Unk,0
2019,6b,Total,Total Births,All,"220,536"
2019,6b,<15,Total Births,All,58
2019,6b,15-17,Total Births,All,"1,582"
2019,6b,18-19,Total Births,All,"5,012"
2019,6b,20-24,Total Births,All,"32,564"
2019,6b,25-29,Total Births,All,"55,809"
2019,6b,30-34,Total Births,All,"70,278"
2019,6b,35-39,Total Births,All,"43,513"
2019,6b,40-44,Total Births,All,"10,700"
2019,6b,45+,Total Births,All,"1,019"
2019,6b,N.S.,Total Births,All,1
2019,6b,Total,Total Births,1st - 3rd Month,"166,733"
2019,6b,<15,Total Births,1st - 3rd Month,15
2019,6b,15-17,Total Births,1st - 3rd Month,751
2019,6b,18-19,Total Births,1st - 3rd Month,"2,952"
2019,6b,20-24,Total Births,1st - 3rd Month,"21,873"
2019,6b,25-29,Total Births,1st - 3rd Month,"41,169"
2019,6b,30-34,Total Births,1st - 3rd Month,"56,071"
2019,6b,35-39,Total Births,1st - 3rd Month,"34,894"
2019,6b,40-44,Total Births,1st - 3rd Month,"8,272"
2019,6b,45+,Total Births,1st - 3rd Month,735
2019,6b,N.S.,Total Births,1st - 3rd Month,1
2019,6b,Total,Total Births,4th - 6th Month,"36,445"
2019,6b,<15,Total Births,4th - 6th Month,24
2019,6b,15-17,Total Births,4th - 6th Month,510
2019,6b,18-19,Total Births,4th - 6th Month,"1,309"
2019,6b,20-24,Total Births,4th - 6th Month,"7,119"
2019,6b,25-29,Total Births,4th - 6th Month,"10,004"
2019,6b,30-34,Total Births,4th - 6th Month,"9,667"
2019,6b,35-39,Total Births,4th - 6th Month,"5,924"
2019,6b,40-44,Total Births,4th - 6th Month,"1,680"
2019,6b,45+,Total Births,4th - 6th Month,208
2019,6b,N.S.,Total Births,4th - 6th Month,0
2019,6b,Total,Total Births,7th - 9th Month,"10,288"
2019,6b,<15,Total Births,7th - 9th Month,14
2019,6b,15-17,Total Births,7th - 9th Month,222
2019,6b,18-19,Total Births,7th - 9th Month,509
2019,6b,20-24,Total Births,7th - 9th Month,"2,170"
2019,6b,25-29,Total Births,7th - 9th Month,"2,793"
2019,6b,30-34,Total Births,7th - 9th Month,"2,566"
2019,6b,35-39,Total Births,7th - 9th Month,"1,538"
2019,6b,40-44,Total Births,7th - 9th Month,429
2019,6b,45+,Total Births,7th - 9th Month,47
2019,6b,N.S.,Total Births,7th - 9th Month,0
2019,6b,Total,Total Births,No PNC,"1,630"
2019,6b,<15,Total Births,No PNC,3
2019,6b,15-17,Total Births,No PNC,42
2019,6b,18-19,Total Births,No PNC,61
2019,6b,20-24,Total Births,No PNC,350
2019,6b,25-29,Total Births,No PNC,414
2019,6b,30-34,Total Births,No PNC,404
2019,6b,35-39,Total Births,No PNC,275
2019,6b,40-44,Total Births,No PNC,76
2019,6b,45+,Total Births,No PNC,5
2019,6b,N.S.,Total Births,No PNC,0
2019,6b,Total,Total Births,PNC Start Unk,"2,367"
2019,6b,<15,Total Births,PNC Start Unk,1
2019,6b,15-17,Total Births,PNC Start Unk,21
2019,6b,18-19,Total Births,PNC Start Unk,93
2019,6b,20-24,Total Births,PNC Start Unk,497
2019,6b,25-29,Total Births,PNC Start Unk,612
2019,6b,30-34,Total Births,PNC Start Unk,636
2019,6b,35-39,Total Births,PNC Start Unk,392
2019,6b,40-44,Total Births,PNC Start Unk,105
2019,6b,45+,Total Births,PNC Start Unk,10
2019,6b,N.S.,Total Births,PNC Start Unk,0
2019,6b,Total,Total Births,PNC Unk,"3,073"
2019,6b,<15,Total Births,PNC Unk,1
2019,6b,15-17,Total Births,PNC Unk,36
2019,6b,18-19,Total Births,PNC Unk,88
2019,6b,20-24,Total Births,PNC Unk,555
2019,6b,25-29,Total Births,PNC Unk,817
2019,6b,30-34,Total Births,PNC Unk,934
2019,6b,35-39,Total Births,PNC Unk,490
2019,6b,40-44,Total Births,PNC Unk,138
2019,6b,45+,Total Births,PNC Unk,14
2019,6b,N.S.,Total Births,PNC Unk,0
2019,6b,Total,White Non-Hisp,All,"108,499"
2019,6b,<15,White Non-Hisp,All,9
2019,6b,15-17,White Non-Hisp,All,352
2019,6b,18-19,White Non-Hisp,All,"1,679"
2019,6b,20-24,White Non-Hisp,All,"13,943"
2019,6b,25-29,White Non-Hisp,All,"25,681"
2019,6b,30-34,White Non-Hisp,All,"38,045"
2019,6b,35-39,White Non-Hisp,All,"23,074"
2019,6b,40-44,White Non-Hisp,All,"5,203"
2019,6b,45+,White Non-Hisp,All,513
2019,6b,N.S.,White Non-Hisp,All,0
2019,6b,Total,White Non-Hisp,1st - 3rd Month,"88,263"
2019,6b,<15,White Non-Hisp,1st - 3rd Month,5
2019,6b,15-17,White Non-Hisp,1st - 3rd Month,190
2019,6b,18-19,White Non-Hisp,1st - 3rd Month,"1,135"
2019,6b,20-24,White Non-Hisp,1st - 3rd Month,"10,232"
2019,6b,25-29,White Non-Hisp,1st - 3rd Month,"20,331"
2019,6b,30-34,White Non-Hisp,1st - 3rd Month,"32,181"
2019,6b,35-39,White Non-Hisp,1st - 3rd Month,"19,534"
2019,6b,40-44,White Non-Hisp,1st - 3rd Month,"4,249"
2019,6b,45+,White Non-Hisp,1st - 3rd Month,406
2019,6b,N.S.,White Non-Hisp,1st - 3rd Month,0
2019,6b,Total,White Non-Hisp,4th - 6th Month,"14,612"
2019,6b,<15,White Non-Hisp,4th - 6th Month,3
2019,6b,15-17,White Non-Hisp,4th - 6th Month,117
2019,6b,18-19,White Non-Hisp,4th - 6th Month,399
2019,6b,20-24,White Non-Hisp,4th - 6th Month,"2,760"
2019,6b,25-29,White Non-Hisp,4th - 6th Month,"3,885"
2019,6b,30-34,White Non-Hisp,4th - 6th Month,"4,119"
2019,6b,35-39,White Non-Hisp,4th - 6th Month,"2,552"
2019,6b,40-44,White Non-Hisp,4th - 6th Month,693
2019,6b,45+,White Non-Hisp,4th - 6th Month,84
2019,6b,N.S.,White Non-Hisp,4th - 6th Month,0
2019,6b,Total,White Non-Hisp,7th - 9th Month,"2,951"
2019,6b,<15,White Non-Hisp,7th - 9th Month,1
2019,6b,15-17,White Non-Hisp,7th - 9th Month,30
2019,6b,18-19,White Non-Hisp,7th - 9th Month,100
2019,6b,20-24,White Non-Hisp,7th - 9th Month,558
2019,6b,25-29,White Non-Hisp,7th - 9th Month,807
2019,6b,30-34,White Non-Hisp,7th - 9th Month,816
2019,6b,35-39,White Non-Hisp,7th - 9th Month,489
2019,6b,40-44,White Non-Hisp,7th - 9th Month,141
2019,6b,45+,White Non-Hisp,7th - 9th Month,9
2019,6b,N.S.,White Non-Hisp,7th - 9th Month,0
2019,6b,Total,White Non-Hisp,No PNC,599
2019,6b,<15,White Non-Hisp,No PNC,0
2019,6b,15-17,White Non-Hisp,No PNC,6
2019,6b,18-19,White Non-Hisp,No PNC,18
2019,6b,20-24,White Non-Hisp,No PNC,113
2019,6b,25-29,White Non-Hisp,No PNC,141
2019,6b,30-34,White Non-Hisp,No PNC,187
2019,6b,35-39,White Non-Hisp,No PNC,108
2019,6b,40-44,White Non-Hisp,No PNC,25
2019,6b,45+,White Non-Hisp,No PNC,1
2019,6b,N.S.,White Non-Hisp,No PNC,0
2019,6b,Total,White Non-Hisp,PNC Start Unk,729
2019,6b,<15,White Non-Hisp,PNC Start Unk,0
2019,6b,15-17,White Non-Hisp,PNC Start Unk,2
2019,6b,18-19,White Non-Hisp,PNC Start Unk,9
2019,6b,20-24,White Non-Hisp,PNC Start Unk,126
2019,6b,25-29,White Non-Hisp,PNC Start Unk,180
2019,6b,30-34,White Non-Hisp,PNC Start Unk,230
2019,6b,35-39,White Non-Hisp,PNC Start Unk,143
2019,6b,40-44,White Non-Hisp,PNC Start Unk,34
2019,6b,45+,White Non-Hisp,PNC Start Unk,5
2019,6b,N.S.,White Non-Hisp,PNC Start Unk,0
2019,6b,Total,White Non-Hisp,PNC Unk,"1,345"
2019,6b,<15,White Non-Hisp,PNC Unk,0
2019,6b,15-17,White Non-Hisp,PNC Unk,7
2019,6b,18-19,White Non-Hisp,PNC Unk,18
2019,6b,20-24,White Non-Hisp,PNC Unk,154
2019,6b,25-29,White Non-Hisp,PNC Unk,337
2019,6b,30-34,White Non-Hisp,PNC Unk,512
2019,6b,35-39,White Non-Hisp,PNC Unk,248
2019,6b,40-44,White Non-Hisp,PNC Unk,61
2019,6b,45+,White Non-Hisp,PNC Unk,8
2019,6b,N.S.,White Non-Hisp,PNC Unk,0
2019,6b,Total,Black Non-Hisp,All,"31,556"
2019,6b,<15,Black Non-Hisp,All,16
2019,6b,15-17,Black Non-Hisp,All,383
2019,6b,18-19,Black Non-Hisp,All,"1,039"
2019,6b,20-24,Black Non-Hisp,All,"5,541"
2019,6b,25-29,Black Non-Hisp,All,"8,616"
2019,6b,30-34,Black Non-Hisp,All,"8,481"
2019,6b,35-39,Black Non-Hisp,All,"5,628"
2019,6b,40-44,Black Non-Hisp,All,"1,664"
2019,6b,45+,Black Non-Hisp,All,188
2019,6b,N.S.,Black Non-Hisp,All,0
2019,6b,Total,Black Non-Hisp,1st - 3rd Month,"20,624"
2019,6b,<15,Black Non-Hisp,1st - 3rd Month,3
2019,6b,15-17,Black Non-Hisp,1st - 3rd Month,169
2019,6b,18-19,Black Non-Hisp,1st - 3rd Month,558
2019,6b,20-24,Black Non-Hisp,1st - 3rd Month,"3,388"
2019,6b,25-29,Black Non-Hisp,1st - 3rd Month,"5,529"
2019,6b,30-34,Black Non-Hisp,1st - 3rd Month,"5,839"
2019,6b,35-39,Black Non-Hisp,1st - 3rd Month,"3,912"
2019,6b,40-44,Black Non-Hisp,1st - 3rd Month,"1,112"
2019,6b,45+,Black Non-Hisp,1st - 3rd Month,114
2019,6b,N.S.,Black Non-Hisp,1st - 3rd Month,0
2019,6b,Total,Black Non-Hisp,4th - 6th Month,"6,734"
2019,6b,<15,Black Non-Hisp,4th - 6th Month,8
2019,6b,15-17,Black Non-Hisp,4th - 6th Month,129
2019,6b,18-19,Black Non-Hisp,4th - 6th Month,287
2019,6b,20-24,Black Non-Hisp,4th - 6th Month,"1,280"
2019,6b,25-29,Black Non-Hisp,4th - 6th Month,"1,947"
2019,6b,30-34,Black Non-Hisp,4th - 6th Month,"1,633"
2019,6b,35-39,Black Non-Hisp,4th - 6th Month,"1,056"
2019,6b,40-44,Black Non-Hisp,4th - 6th Month,350
2019,6b,45+,Black Non-Hisp,4th - 6th Month,44
2019,6b,N.S.,Black Non-Hisp,4th - 6th Month,0
2019,6b,Total,Black Non-Hisp,7th - 9th Month,"2,724"
2019,6b,<15,Black Non-Hisp,7th - 9th Month,4
2019,6b,15-17,Black Non-Hisp,7th - 9th Month,45
2019,6b,18-19,Black Non-Hisp,7th - 9th Month,119
2019,6b,20-24,Black Non-Hisp,7th - 9th Month,541
2019,6b,25-29,Black Non-Hisp,7th - 9th Month,749
2019,6b,30-34,Black Non-Hisp,7th - 9th Month,661
2019,6b,35-39,Black Non-Hisp,7th - 9th Month,447
2019,6b,40-44,Black Non-Hisp,7th - 9th Month,135
2019,6b,45+,Black Non-Hisp,7th - 9th Month,23
2019,6b,N.S.,Black Non-Hisp,7th - 9th Month,0
2019,6b,Total,Black Non-Hisp,No PNC,392
2019,6b,<15,Black Non-Hisp,No PNC,1
2019,6b,15-17,Black Non-Hisp,No PNC,14
2019,6b,18-19,Black Non-Hisp,No PNC,12
2019,6b,20-24,Black Non-Hisp,No PNC,90
2019,6b,25-29,Black Non-Hisp,No PNC,101
2019,6b,30-34,Black Non-Hisp,No PNC,77
2019,6b,35-39,Black Non-Hisp,No PNC,72
2019,6b,40-44,Black Non-Hisp,No PNC,23
2019,6b,45+,Black Non-Hisp,No PNC,2
2019,6b,N.S.,Black Non-Hisp,No PNC,0
2019,6b,Total,Black Non-Hisp,PNC Start Unk,577
2019,6b,<15,Black Non-Hisp,PNC Start Unk,0
2019,6b,15-17,Black Non-Hisp,PNC Start Unk,8
2019,6b,18-19,Black Non-Hisp,PNC Start Unk,33
2019,6b,20-24,Black Non-Hisp,PNC Start Unk,127
2019,6b,25-29,Black Non-Hisp,PNC Start Unk,151
2019,6b,30-34,Black Non-Hisp,PNC Start Unk,153
2019,6b,35-39,Black Non-Hisp,PNC Start Unk,83
2019,6b,40-44,Black Non-Hisp,PNC Start Unk,18
2019,6b,45+,Black Non-Hisp,PNC Start Unk,4
2019,6b,N.S.,Black Non-Hisp,PNC Start Unk,0
2019,6b,Total,Black Non-Hisp,PNC Unk,505
2019,6b,<15,Black Non-Hisp,PNC Unk,0
2019,6b,15-17,Black Non-Hisp,PNC Unk,18
2019,6b,18-19,Black Non-Hisp,PNC Unk,30
2019,6b,20-24,Black Non-Hisp,PNC Unk,115
2019,6b,25-29,Black Non-Hisp,PNC Unk,139
2019,6b,30-34,Black Non-Hisp,PNC Unk,118
2019,6b,35-39,Black Non-Hisp,PNC Unk,58
2019,6b,40-44,Black Non-Hisp,PNC Unk,26
2019,6b,45+,Black Non-Hisp,PNC Unk,1
2019,6b,N.S.,Black Non-Hisp,PNC Unk,0
2019,6b,Total,Other Non-Hisp,All,"29,668"
2019,6b,<15,Other Non-Hisp,All,2
2019,6b,15-17,Other Non-Hisp,All,71
2019,6b,18-19,Other Non-Hisp,All,330
2019,6b,20-24,Other Non-Hisp,All,"3,075"
2019,6b,25-29,Other Non-Hisp,All,"7,622"
2019,6b,30-34,Other Non-Hisp,All,"10,400"
2019,6b,35-39,Other Non-Hisp,All,"6,476"
2019,6b,40-44,Other Non-Hisp,All,"1,559"
2019,6b,45+,Other Non-Hisp,All,133
2019,6b,N.S.,Other Non-Hisp,All,0
2019,6b,Total,Other Non-Hisp,1st - 3rd Month,"22,766"
2019,6b,<15,Other Non-Hisp,1st - 3rd Month,0
2019,6b,15-17,Other Non-Hisp,1st - 3rd Month,28
2019,6b,18-19,Other Non-Hisp,1st - 3rd Month,173
2019,6b,20-24,Other Non-Hisp,1st - 3rd Month,"2,039"
2019,6b,25-29,Other Non-Hisp,1st - 3rd Month,"5,696"
2019,6b,30-34,Other Non-Hisp,1st - 3rd Month,"8,238"
2019,6b,35-39,Other Non-Hisp,1st - 3rd Month,"5,263"
2019,6b,40-44,Other Non-Hisp,1st - 3rd Month,"1,232"
2019,6b,45+,Other Non-Hisp,1st - 3rd Month,97
2019,6b,N.S.,Other Non-Hisp,1st - 3rd Month,0
2019,6b,Total,Other Non-Hisp,4th - 6th Month,"4,769"
2019,6b,<15,Other Non-Hisp,4th - 6th Month,2
2019,6b,15-17,Other Non-Hisp,4th - 6th Month,31
2019,6b,18-19,Other Non-Hisp,4th - 6th Month,97
2019,6b,20-24,Other Non-Hisp,4th - 6th Month,685
2019,6b,25-29,Other Non-Hisp,4th - 6th Month,"1,351"
2019,6b,30-34,Other Non-Hisp,4th - 6th Month,"1,508"
2019,6b,35-39,Other Non-Hisp,4th - 6th Month,840
2019,6b,40-44,Other Non-Hisp,4th - 6th Month,225
2019,6b,45+,Other Non-Hisp,4th - 6th Month,30
2019,6b,N.S.,Other Non-Hisp,4th - 6th Month,0
2019,6b,Total,Other Non-Hisp,7th - 9th Month,"1,416"
2019,6b,<15,Other Non-Hisp,7th - 9th Month,0
2019,6b,15-17,Other Non-Hisp,7th - 9th Month,11
2019,6b,18-19,Other Non-Hisp,7th - 9th Month,42
2019,6b,20-24,Other Non-Hisp,7th - 9th Month,242
2019,6b,25-29,Other Non-Hisp,7th - 9th Month,391
2019,6b,30-34,Other Non-Hisp,7th - 9th Month,437
2019,6b,35-39,Other Non-Hisp,7th - 9th Month,229
2019,6b,40-44,Other Non-Hisp,7th - 9th Month,60
2019,6b,45+,Other Non-Hisp,7th - 9th Month,4
2019,6b,N.S.,Other Non-Hisp,7th - 9th Month,0
2019,6b,Total,Other Non-Hisp,No PNC,176
2019,6b,<15,Other Non-Hisp,No PNC,0
2019,6b,15-17,Other Non-Hisp,No PNC,0
2019,6b,18-19,Other Non-Hisp,No PNC,6
2019,6b,20-24,Other Non-Hisp,No PNC,31
2019,6b,25-29,Other Non-Hisp,No PNC,46
2019,6b,30-34,Other Non-Hisp,No PNC,50
2019,6b,35-39,Other Non-Hisp,No PNC,32
2019,6b,40-44,Other Non-Hisp,No PNC,10
2019,6b,45+,Other Non-Hisp,No PNC,1
2019,6b,N.S.,Other Non-Hisp,No PNC,0
2019,6b,Total,Other Non-Hisp,PNC Start Unk,202
2019,6b,<15,Other Non-Hisp,PNC Start Unk,0
2019,6b,15-17,Other Non-Hisp,PNC Start Unk,0
2019,6b,18-19,Other Non-Hisp,PNC Start Unk,4
2019,6b,20-24,Other Non-Hisp,PNC Start Unk,21
2019,6b,25-29,Other Non-Hisp,PNC Start Unk,45
2019,6b,30-34,Other Non-Hisp,PNC Start Unk,65
2019,6b,35-39,Other Non-Hisp,PNC Start Unk,50
2019,6b,40-44,Other Non-Hisp,PNC Start Unk,16
2019,6b,45+,Other Non-Hisp,PNC Start Unk,1
2019,6b,N.S.,Other Non-Hisp,PNC Start Unk,0
2019,6b,Total,Other Non-Hisp,PNC Unk,339
2019,6b,<15,Other Non-Hisp,PNC Unk,0
2019,6b,15-17,Other Non-Hisp,PNC Unk,1
2019,6b,18-19,Other Non-Hisp,PNC Unk,8
2019,6b,20-24,Other Non-Hisp,PNC Unk,57
2019,6b,25-29,Other Non-Hisp,PNC Unk,93
2019,6b,30-34,Other Non-Hisp,PNC Unk,102
2019,6b,35-39,Other Non-Hisp,PNC Unk,62
2019,6b,40-44,Other Non-Hisp,PNC Unk,16
2019,6b,45+,Other Non-Hisp,PNC Unk,0
2019,6b,N.S.,Other Non-Hisp,PNC Unk,0
2019,6b,Total,White Hispanic,All,"22,131"
2019,6b,<15,White Hispanic,All,11
2019,6b,15-17,White Hispanic,All,280
2019,6b,18-19,White Hispanic,All,787
2019,6b,20-24,White Hispanic,All,"4,170"
2019,6b,25-29,White Hispanic,All,"5,937"
2019,6b,30-34,White Hispanic,All,"6,004"
2019,6b,35-39,White Hispanic,All,"3,800"
2019,6b,40-44,White Hispanic,All,"1,043"
2019,6b,45+,White Hispanic,All,99
2019,6b,N.S.,White Hispanic,All,0
2019,6b,Total,White Hispanic,1st - 3rd Month,"15,722"
2019,6b,<15,White Hispanic,1st - 3rd Month,2
2019,6b,15-17,White Hispanic,1st - 3rd Month,130
2019,6b,18-19,White Hispanic,1st - 3rd Month,435
2019,6b,20-24,White Hispanic,1st - 3rd Month,"2,665"
2019,6b,25-29,White Hispanic,1st - 3rd Month,"4,238"
2019,6b,30-34,White Hispanic,1st - 3rd Month,"4,514"
2019,6b,35-39,White Hispanic,1st - 3rd Month,"2,902"
2019,6b,40-44,White Hispanic,1st - 3rd Month,772
2019,6b,45+,White Hispanic,1st - 3rd Month,64
2019,6b,N.S.,White Hispanic,1st - 3rd Month,0
2019,6b,Total,White Hispanic,4th - 6th Month,"4,210"
2019,6b,<15,White Hispanic,4th - 6th Month,6
2019,6b,15-17,White Hispanic,4th - 6th Month,89
2019,6b,18-19,White Hispanic,4th - 6th Month,209
2019,6b,20-24,White Hispanic,4th - 6th Month,955
2019,6b,25-29,White Hispanic,4th - 6th Month,"1,103"
2019,6b,30-34,White Hispanic,4th - 6th Month,"1,023"
2019,6b,35-39,White Hispanic,4th - 6th Month,613
2019,6b,40-44,White Hispanic,4th - 6th Month,187
2019,6b,45+,White Hispanic,4th - 6th Month,25
2019,6b,N.S.,White Hispanic,4th - 6th Month,0
2019,6b,Total,White Hispanic,7th - 9th Month,"1,247"
2019,6b,<15,White Hispanic,7th - 9th Month,3
2019,6b,15-17,White Hispanic,7th - 9th Month,45
2019,6b,18-19,White Hispanic,7th - 9th Month,96
2019,6b,20-24,White Hispanic,7th - 9th Month,314
2019,6b,25-29,White Hispanic,7th - 9th Month,333
2019,6b,30-34,White Hispanic,7th - 9th Month,246
2019,6b,35-39,White Hispanic,7th - 9th Month,158
2019,6b,40-44,White Hispanic,7th - 9th Month,45
2019,6b,45+,White Hispanic,7th - 9th Month,7
2019,6b,N.S.,White Hispanic,7th - 9th Month,0
2019,6b,Total,White Hispanic,No PNC,187
2019,6b,<15,White Hispanic,No PNC,0
2019,6b,15-17,White Hispanic,No PNC,8
2019,6b,18-19,White Hispanic,No PNC,6
2019,6b,20-24,White Hispanic,No PNC,45
2019,6b,25-29,White Hispanic,No PNC,59
2019,6b,30-34,White Hispanic,No PNC,40
2019,6b,35-39,White Hispanic,No PNC,23
2019,6b,40-44,White Hispanic,No PNC,5
2019,6b,45+,White Hispanic,No PNC,1
2019,6b,N.S.,White Hispanic,No PNC,0
2019,6b,Total,White Hispanic,PNC Start Unk,415
2019,6b,<15,White Hispanic,PNC Start Unk,0
2019,6b,15-17,White Hispanic,PNC Start Unk,4
2019,6b,18-19,White Hispanic,PNC Start Unk,23
2019,6b,20-24,White Hispanic,PNC Start Unk,105
2019,6b,25-29,White Hispanic,PNC Start Unk,107
2019,6b,30-34,White Hispanic,PNC Start Unk,103
2019,6b,35-39,White Hispanic,PNC Start Unk,54
2019,6b,40-44,White Hispanic,PNC Start Unk,19
2019,6b,45+,White Hispanic,PNC Start Unk,0
2019,6b,N.S.,White Hispanic,PNC Start Unk,0
2019,6b,Total,White Hispanic,PNC Unk,350
2019,6b,<15,White Hispanic,PNC Unk,0
2019,6b,15-17,White Hispanic,PNC Unk,4
2019,6b,18-19,White Hispanic,PNC Unk,18
2019,6b,20-24,White Hispanic,PNC Unk,86
2019,6b,25-29,White Hispanic,PNC Unk,97
2019,6b,30-34,White Hispanic,PNC Unk,78
2019,6b,35-39,White Hispanic,PNC Unk,50
2019,6b,40-44,White Hispanic,PNC Unk,15
2019,6b,45+,White Hispanic,PNC Unk,2
2019,6b,N.S.,White Hispanic,PNC Unk,0
2019,6b,Total,Black Hispanic,All,"4,061"
2019,6b,<15,Black Hispanic,All,2
2019,6b,15-17,Black Hispanic,All,69
2019,6b,18-19,Black Hispanic,All,204
2019,6b,20-24,Black Hispanic,All,891
2019,6b,25-29,Black Hispanic,All,"1,202"
2019,6b,30-34,Black Hispanic,All,964
2019,6b,35-39,Black Hispanic,All,577
2019,6b,40-44,Black Hispanic,All,144
2019,6b,45+,Black Hispanic,All,8
2019,6b,N.S.,Black Hispanic,All,0
2019,6b,Total,Black Hispanic,1st - 3rd Month,"2,667"
2019,6b,<15,Black Hispanic,1st - 3rd Month,1
2019,6b,15-17,Black Hispanic,1st - 3rd Month,27
2019,6b,18-19,Black Hispanic,1st - 3rd Month,119
2019,6b,20-24,Black Hispanic,1st - 3rd Month,547
2019,6b,25-29,Black Hispanic,1st - 3rd Month,788
2019,6b,30-34,Black Hispanic,1st - 3rd Month,671
2019,6b,35-39,Black Hispanic,1st - 3rd Month,404
2019,6b,40-44,Black Hispanic,1st - 3rd Month,106
2019,6b,45+,Black Hispanic,1st - 3rd Month,4
2019,6b,N.S.,Black Hispanic,1st - 3rd Month,0
2019,6b,Total,Black Hispanic,4th - 6th Month,923
2019,6b,<15,Black Hispanic,4th - 6th Month,1
2019,6b,15-17,Black Hispanic,4th - 6th Month,27
2019,6b,18-19,Black Hispanic,4th - 6th Month,56
2019,6b,20-24,Black Hispanic,4th - 6th Month,225
2019,6b,25-29,Black Hispanic,4th - 6th Month,276
2019,6b,30-34,Black Hispanic,4th - 6th Month,197
2019,6b,35-39,Black Hispanic,4th - 6th Month,112
2019,6b,40-44,Black Hispanic,4th - 6th Month,25
2019,6b,45+,Black Hispanic,4th - 6th Month,4
2019,6b,N.S.,Black Hispanic,4th - 6th Month,0
2019,6b,Total,Black Hispanic,7th - 9th Month,286
2019,6b,<15,Black Hispanic,7th - 9th Month,0
2019,6b,15-17,Black Hispanic,7th - 9th Month,8
2019,6b,18-19,Black Hispanic,7th - 9th Month,21
2019,6b,20-24,Black Hispanic,7th - 9th Month,66
2019,6b,25-29,Black Hispanic,7th - 9th Month,86
2019,6b,30-34,Black Hispanic,7th - 9th Month,65
2019,6b,35-39,Black Hispanic,7th - 9th Month,34
2019,6b,40-44,Black Hispanic,7th - 9th Month,6
2019,6b,45+,Black Hispanic,7th - 9th Month,0
2019,6b,N.S.,Black Hispanic,7th - 9th Month,0
2019,6b,Total,Black Hispanic,No PNC,46
2019,6b,<15,Black Hispanic,No PNC,0
